"RMSE","MAE"
0.0187349054894735,0.0142682533390079
0.0187340525872694,0.0142670131045485
0.0187339050115978,0.0142666589879936
0.0187384390099192,0.0142900672275756
0.0187371685635194,0.014270949199774
0.0178243269593534,0.0134689382657062
0.0178216702382573,0.013469916524618
