"RMSE","MAE"
0.075114959876738,0.0288410427026816
0.0751792689765163,0.0289842642194687
0.0751868635851579,0.0290140126542281
0.0751868635851579,0.0290140126542281
0.0887366600781919,0.0321411197968454
0.0887586887226958,0.0322471378250594
